instance,run,seed,island,train_iter,events,patience,stagnation,soft_ceil,hard_ceil
car_door_25,1,1,7,200,100,126,1,0,0
car_door_25,1,1,2,200,140,145,1,0,0
car_door_25,1,1,0,200,141,109,1,0,0
car_door_25,1,1,8,200,110,121,1,0,0
car_door_25,1,1,6,200,132,127,1,0,0
car_door_25,1,1,1,200,132,150,1,0,0
car_door_25,1,1,3,212,142,80,1,0,0
car_door_25,1,1,4,228,151,80,1,0,0
car_door_25,2,11,4,200,112,175,1,0,0
car_door_25,2,11,0,200,120,162,1,0,0
car_door_25,2,11,6,200,123,126,1,0,0
car_door_25,2,11,1,200,130,102,1,0,0
car_door_25,2,11,5,200,152,159,1,0,0
car_door_25,2,11,7,200,141,107,1,0,0
car_door_25,2,11,8,200,121,148,1,0,0
car_door_25,2,11,3,200,130,181,1,0,0
car_door_25,2,11,2,237,171,80,1,0,0
car_door_25,3,21,4,200,121,160,1,0,0
car_door_25,3,21,3,200,140,96,1,0,0
car_door_25,3,21,0,200,131,89,1,0,0
car_door_25,3,21,1,200,131,173,1,0,0
car_door_25,3,21,7,200,150,95,1,0,0
car_door_25,3,21,6,206,121,80,1,0,0
car_door_25,3,21,5,218,131,80,1,0,0
car_door_25,3,21,8,250,162,5,0,1,0
car_door_25,3,21,2,250,181,57,0,1,0
car_door_25,4,31,5,200,131,172,1,0,0
car_door_25,4,31,2,200,121,101,1,0,0
car_door_25,4,31,6,200,141,134,1,0,0
car_door_25,4,31,3,200,131,183,1,0,0
car_door_25,4,31,7,200,121,197,1,0,0
car_door_25,4,31,1,200,131,82,1,0,0
car_door_25,4,31,8,200,140,156,1,0,0
car_door_25,4,31,4,209,141,80,1,0,0
car_door_25,4,31,0,215,160,80,1,0,0
car_door_25,5,41,0,200,111,87,1,0,0
car_door_25,5,41,7,200,121,151,1,0,0
car_door_25,5,41,4,200,121,133,1,0,0
car_door_25,5,41,8,200,141,123,1,0,0
car_door_25,5,41,6,200,132,82,1,0,0
car_door_25,5,41,3,200,140,138,1,0,0
car_door_25,5,41,5,200,122,160,1,0,0
car_door_25,5,41,2,205,130,80,1,0,0
car_door_25,5,41,1,225,160,80,1,0,0
car_door_25,6,51,8,200,132,114,1,0,0
car_door_25,6,51,6,200,131,134,1,0,0
car_door_25,6,51,0,200,130,124,1,0,0
car_door_25,6,51,5,200,125,191,1,0,0
car_door_25,6,51,3,200,130,186,1,0,0
car_door_25,6,51,4,200,131,116,1,0,0
car_door_25,6,51,1,200,140,195,1,0,0
car_door_25,6,51,2,200,132,137,1,0,0
car_door_25,6,51,7,250,150,21,0,1,0
car_door_25,7,61,0,200,112,109,1,0,0
car_door_25,7,61,6,200,113,142,1,0,0
car_door_25,7,61,3,200,102,162,1,0,0
car_door_25,7,61,8,200,111,98,1,0,0
car_door_25,7,61,1,200,123,128,1,0,0
car_door_25,7,61,4,200,120,173,1,0,0
car_door_25,7,61,2,200,141,141,1,0,0
car_door_25,7,61,7,225,140,80,1,0,0
car_door_25,7,61,5,250,170,72,0,1,0
car_door_25,8,71,6,200,122,189,1,0,0
car_door_25,8,71,7,200,141,93,1,0,0
car_door_25,8,71,0,200,130,144,1,0,0
car_door_25,8,71,3,200,121,135,1,0,0
car_door_25,8,71,2,200,141,134,1,0,0
car_door_25,8,71,8,200,132,80,1,0,0
car_door_25,8,71,4,200,121,113,1,0,0
car_door_25,8,71,5,200,130,176,1,0,0
car_door_25,8,71,1,250,161,71,0,1,0
car_door_25,9,81,8,200,121,147,1,0,0
car_door_25,9,81,3,200,121,190,1,0,0
car_door_25,9,81,6,200,111,161,1,0,0
car_door_25,9,81,1,200,120,160,1,0,0
car_door_25,9,81,7,200,131,187,1,0,0
car_door_25,9,81,2,200,142,120,1,0,0
car_door_25,9,81,4,217,132,80,1,0,0
car_door_25,9,81,0,239,150,80,1,0,0
car_door_35,10,91,6,200,170,90,1,0,0
car_door_35,10,91,8,200,170,167,1,0,0
car_door_35,10,91,3,200,171,166,1,0,0
car_door_35,10,91,2,200,170,129,1,0,0
car_door_35,10,91,1,200,170,176,1,0,0
car_door_35,10,91,7,238,210,80,1,0,0
car_door_35,10,91,4,243,220,80,1,0,0
car_door_35,10,91,0,250,230,70,0,1,0
car_door_35,10,91,5,250,220,57,0,1,0
car_door_35,1,1,8,200,170,140,1,0,0
car_door_35,1,1,7,200,170,176,1,0,0
car_door_35,1,1,6,200,170,126,1,0,0
car_door_35,1,1,0,200,170,109,1,0,0
car_door_35,1,1,4,200,170,95,1,0,0
car_door_35,1,1,1,200,170,145,1,0,0
car_door_35,1,1,5,240,210,80,1,0,0
car_door_35,1,1,2,249,220,80,1,0,0
car_door_35,1,1,3,250,220,31,0,1,0
car_door_35,2,11,0,200,170,155,1,0,0
car_door_35,2,11,7,200,171,91,1,0,0
car_door_35,2,11,6,200,170,155,1,0,0
car_door_35,2,11,8,200,171,80,1,0,0
car_door_35,2,11,3,200,180,117,1,0,0
car_door_35,2,11,1,200,170,151,1,0,0
car_door_35,2,11,5,200,180,115,1,0,0
car_door_35,2,11,4,218,190,80,1,0,0
car_door_35,2,11,2,250,220,69,0,1,0
car_door_35,3,21,1,200,170,139,1,0,0
car_door_35,3,21,3,200,170,136,1,0,0
car_door_35,3,21,7,200,170,187,1,0,0
car_door_35,3,21,4,200,170,167,1,0,0
car_door_35,3,21,8,200,170,130,1,0,0
car_door_35,3,21,0,200,180,148,1,0,0
car_door_35,3,21,2,200,170,93,1,0,0
car_door_35,3,21,5,229,200,80,1,0,0
car_door_35,4,31,3,200,171,186,1,0,0
car_door_35,4,31,7,200,170,84,1,0,0
car_door_35,4,31,5,200,170,118,1,0,0
car_door_35,4,31,8,200,171,117,1,0,0
car_door_35,4,31,4,202,181,80,1,0,0
car_door_35,4,31,0,202,181,80,1,0,0
car_door_35,4,31,1,200,170,153,1,0,0
car_door_35,4,31,2,216,190,80,1,0,0
car_door_35,4,31,6,250,221,45,0,1,0
car_door_35,5,41,7,200,170,145,1,0,0
car_door_35,5,41,0,200,170,80,1,0,0
car_door_35,5,41,5,200,170,170,1,0,0
car_door_35,5,41,2,200,170,118,1,0,0
car_door_35,5,41,3,200,170,168,1,0,0
car_door_35,5,41,6,200,170,117,1,0,0
car_door_35,5,41,4,250,220,65,0,1,0
car_door_35,5,41,1,250,220,75,0,1,0
car_door_35,5,41,8,250,220,4,0,1,0
car_door_35,6,51,8,200,171,180,1,0,0
car_door_35,6,51,5,200,170,154,1,0,0
car_door_35,6,51,4,200,180,167,1,0,0
car_door_35,6,51,0,200,170,130,1,0,0
car_door_35,6,51,7,200,170,98,1,0,0
car_door_35,6,51,6,200,171,187,1,0,0
car_door_35,6,51,1,200,170,122,1,0,0
car_door_35,6,51,2,209,180,80,1,0,0
car_door_35,7,61,1,200,170,160,1,0,0
car_door_35,7,61,8,200,170,139,1,0,0
car_door_35,7,61,3,200,170,85,1,0,0
car_door_35,7,61,0,200,170,189,1,0,0
car_door_35,7,61,6,200,170,196,1,0,0
car_door_35,7,61,5,224,200,80,1,0,0
car_door_35,7,61,2,234,210,80,1,0,0
car_door_35,7,61,4,250,220,57,0,1,0
car_door_35,8,71,1,200,170,90,1,0,0
car_door_35,8,71,7,200,170,122,1,0,0
car_door_35,8,71,0,200,170,182,1,0,0
car_door_35,8,71,5,200,170,129,1,0,0
car_door_35,8,71,4,200,170,173,1,0,0
car_door_35,8,71,8,200,170,140,1,0,0
car_door_35,8,71,6,204,180,80,1,0,0
car_door_35,8,71,3,218,190,80,1,0,0
car_door_35,8,71,2,250,220,80,1,1,0
car_door_35,9,81,0,200,170,167,1,0,0
car_door_35,9,81,4,200,180,155,1,0,0
car_door_35,9,81,5,200,170,183,1,0,0
car_door_35,9,81,3,200,170,94,1,0,0
car_door_35,9,81,7,200,170,109,1,0,0
car_door_35,9,81,2,200,180,128,1,0,0
car_door_35,9,81,6,201,180,80,1,0,0
car_door_35,9,81,1,210,190,80,1,0,0
car_door_35,9,81,8,250,220,45,0,1,0
car_door_45,10,91,1,200,180,106,1,0,0
car_door_45,10,91,3,200,180,159,1,0,0
car_door_45,10,91,5,200,180,196,1,0,0
car_door_45,10,91,7,221,200,80,1,0,0
car_door_45,10,91,6,237,210,80,1,0,0
car_door_45,10,91,8,250,230,80,1,1,0
car_door_45,10,91,0,250,220,16,0,1,0
car_door_45,10,91,2,250,220,16,0,1,0
car_door_45,10,91,4,250,230,9,0,1,0
car_door_45,1,1,2,200,180,91,1,0,0
car_door_45,1,1,0,200,180,100,1,0,0
car_door_45,1,1,7,210,190,80,1,0,0
car_door_45,1,1,5,214,190,80,1,0,0
car_door_45,1,1,4,224,200,80,1,0,0
car_door_45,1,1,1,231,210,80,1,0,0
car_door_45,1,1,8,250,230,14,0,1,0
car_door_45,1,1,6,250,220,73,0,1,0
car_door_45,1,1,3,250,220,31,0,1,0
car_door_45,2,11,4,200,180,85,1,0,0
car_door_45,2,11,0,200,180,143,1,0,0
car_door_45,2,11,5,200,180,103,1,0,0
car_door_45,2,11,3,250,230,31,0,1,0
car_door_45,2,11,2,250,220,66,0,1,0
car_door_45,2,11,7,250,230,4,0,1,0
car_door_45,2,11,6,250,230,68,0,1,0
car_door_45,2,11,1,250,231,3,0,1,0
car_door_45,3,21,2,200,180,145,1,0,0
car_door_45,3,21,5,201,180,80,1,0,0
car_door_45,3,21,7,229,200,80,1,0,0
car_door_45,3,21,3,237,210,80,1,0,0
car_door_45,3,21,1,250,230,27,0,1,0
car_door_45,3,21,6,250,220,73,0,1,0
car_door_45,3,21,0,250,230,73,0,1,0
car_door_45,3,21,8,250,230,19,0,1,0
car_door_45,3,21,4,250,230,72,0,1,0
car_door_45,4,31,6,200,180,137,1,0,0
car_door_45,4,31,2,200,180,139,1,0,0
car_door_45,4,31,4,200,170,135,1,0,0
car_door_45,4,31,5,228,200,80,1,0,0
car_door_45,4,31,3,250,220,57,0,1,0
car_door_45,4,31,8,250,230,70,0,1,0
car_door_45,4,31,0,250,230,68,0,1,0
car_door_45,4,31,1,250,230,70,0,1,0
car_door_45,4,31,7,250,230,38,0,1,0
car_door_45,5,41,1,200,170,88,1,0,0
car_door_45,5,41,2,200,180,176,1,0,0
car_door_45,5,41,7,209,180,80,1,0,0
car_door_45,5,41,5,222,200,80,1,0,0
car_door_45,5,41,0,250,230,69,0,1,0
car_door_45,5,41,4,250,230,66,0,1,0
car_door_45,5,41,3,250,230,65,0,1,0
car_door_45,5,41,8,250,230,69,0,1,0
car_door_45,6,51,6,200,170,118,1,0,0
car_door_45,6,51,5,200,180,107,1,0,0
car_door_45,6,51,1,200,180,155,1,0,0
car_door_45,6,51,2,200,180,92,1,0,0
car_door_45,6,51,7,250,220,55,0,1,0
car_door_45,6,51,3,250,230,10,0,1,0
car_door_45,6,51,4,250,230,25,0,1,0
car_door_45,6,51,8,250,220,27,0,1,0
car_door_45,6,51,0,250,230,56,0,1,0
car_door_45,7,61,6,200,180,115,1,0,0
car_door_45,7,61,4,200,180,135,1,0,0
car_door_45,7,61,5,200,180,107,1,0,0
car_door_45,7,61,0,250,230,45,0,1,0
car_door_45,7,61,1,250,230,72,0,1,0
car_door_45,7,61,2,250,230,74,0,1,0
car_door_45,7,61,7,250,230,71,0,1,0
car_door_45,7,61,8,250,230,77,0,1,0
car_door_45,7,61,3,250,230,70,0,1,0
car_door_45,8,71,7,200,170,152,1,0,0
car_door_45,8,71,6,200,180,83,1,0,0
car_door_45,8,71,2,200,180,119,1,0,0
car_door_45,8,71,4,200,180,96,1,0,0
car_door_45,8,71,1,200,180,165,1,0,0
car_door_45,8,71,3,206,180,80,1,0,0
car_door_45,8,71,0,243,220,80,1,0,0
car_door_45,8,71,8,242,221,80,1,0,0
car_door_45,8,71,5,250,230,57,0,1,0
car_door_45,9,81,7,200,180,172,1,0,0
car_door_45,9,81,3,200,180,110,1,0,0
car_door_45,9,81,2,210,190,80,1,0,0
car_door_45,9,81,0,250,230,66,0,1,0
car_door_45,9,81,4,250,220,78,0,1,0
car_door_45,9,81,5,250,230,64,0,1,0
car_door_45,9,81,6,250,220,25,0,1,0
car_door_45,9,81,8,250,230,66,0,1,0
car_door_45,9,81,1,250,220,74,0,1,0
